date,ticker,price
2026-06-29,TICK0023,429.48
2026-06-29,TICK0024,188.61
2026-06-29,TICK0025,340.56
2026-06-29,TICK0026,409.51
2026-06-29,TICK0027,463.64
2026-06-29,TICK0028,60.37
2026-06-29,TICK0029,123.82
2026-06-29,TICK0030,468.65
2026-06-29,TICK0031,154.01
2026-06-29,TICK0032,25.87
2026-06-29,TICK0033,399.01
2026-06-29,TICK0034,427.27
2026-06-29,TICK0035,246.03
2026-06-29,TICK0036,416.41
2026-06-29,TICK0037,110.78
2026-06-29,TICK0038,388.92
2026-06-29,TICK0039,482.04
2026-06-29,TICK0040,292.99
2026-06-29,TICK0041,474.27
2026-06-29,TICK0042,467.21
2026-06-29,TICK0043,460.17
2026-06-29,TICK0044,257.49
2026-06-29,TICK0045,18.86
2026-06-29,TICK0046,270.42
2026-06-29,TICK0047,403.58
2026-06-29,TICK0048,375.04
2026-06-29,TICK0049,447.37
2026-06-29,TICK0050,354.37
2026-06-29,TICK0051,220.15
2026-06-29,TICK0052,275.13
2026-06-29,TICK0053,40.61
2026-06-29,TICK0054,332.13
2026-06-29,TICK0055,409.78
2026-06-29,TICK0056,423.96
2026-06-29,TICK0057,385.34
2026-06-29,TICK0058,218.55
2026-06-29,TICK0059,306.38
2026-06-29,TICK0060,325.18
2026-06-29,TICK0061,71.76
2026-06-29,TICK0062,44.37
2026-06-29,TICK0063,277.96
2026-06-29,TICK0064,439.73
2026-06-29,TICK0065,460.46
2026-06-29,TICK0066,40.64
2026-06-29,TICK0067,411.9
2026-06-29,TICK0068,365.23
2026-06-29,TICK0069,80.9
2026-06-29,TICK0070,138.32
2026-06-29,TICK0071,134.64
2026-06-29,TICK0072,325.18
2026-06-29,TICK0073,209.5
2026-06-29,TICK0074,98.96
2026-06-29,TICK0075,195.17
2026-06-29,TICK0076,514.96
2026-06-29,TICK0077,356.65
2026-06-29,TICK0078,144.09
2026-06-29,TICK0079,165.47
2026-06-29,TICK0080,52.94
2026-06-29,TICK0081,393.36
2026-06-29,TICK0082,268.12
2026-06-29,TICK0083,259.35
2026-06-29,TICK0084,80.43
2026-06-29,TICK0085,473.86
2026-06-29,TICK0086,110.41
2026-06-29,TICK0087,161.01
2026-06-29,TICK0088,491.09
2026-06-29,TICK0089,242.83
2026-06-29,TICK0090,296.53
2026-06-29,TICK0091,166.51
2026-06-29,TICK0092,426.14
2026-06-29,TICK0093,117.75
2026-06-29,TICK0094,28.02
2026-06-29,TICK0095,97.77
2026-06-29,TICK0096,48.08
2026-06-29,TICK0097,254.81
2026-06-29,TICK0098,183.57
2026-06-29,TICK0099,92.18
2026-06-29,TICK0100,446.4
2026-06-29,TICK0101,373.02
2026-06-29,TICK0102,294.49
2026-06-29,TICK0103,378.09
2026-06-29,TICK0104,295.04
2026-06-29,TICK0105,350.88
2026-06-29,TICK0106,205.23
2026-06-29,TICK0107,141.33
2026-06-29,TICK0108,458.63
2026-06-29,TICK0109,348.82
2026-06-29,TICK0110,40.56
2026-06-29,TICK0111,415.89
2026-06-29,TICK0112,193.43
2026-06-29,TICK0113,195.98
2026-06-29,TICK0114,202.62
2026-06-29,TICK0115,203.6
2026-06-29,TICK0116,220.65
2026-06-29,TICK0117,210.62
2026-06-29,TICK0118,162.01
2026-06-29,TICK0119,132.24
2026-06-29,TICK0120,429.52
2026-06-29,TICK0121,178.66
2026-06-29,TICK0122,10.01
2026-06-29,TICK0123,166.16
2026-06-29,TICK0124,140.8
2026-06-29,TICK0125,42.45
2026-06-29,TICK0126,449.9
2026-06-29,TICK0127,182.29
2026-06-29,TICK0128,227.84
2026-06-29,TICK0129,107.34
2026-06-29,TICK0130,386.71
2026-06-29,TICK0131,222.19
2026-06-29,TICK0132,17.92
2026-06-29,TICK0133,82.62
2026-06-29,TICK0134,507.9
2026-06-29,TICK0135,349.26
2026-06-29,TICK0136,373.34
2026-06-29,TICK0137,137.89
2026-06-29,TICK0138,347.86
2026-06-29,TICK0139,52.29
2026-06-29,TICK0140,370.32
2026-06-29,TICK0141,14.84
2026-06-29,TICK0142,476.39
2026-06-29,TICK0143,65.64
2026-06-29,TICK0144,310.33
2026-06-29,TICK0145,271.6
2026-06-29,TICK0146,411.33
2026-06-29,TICK0147,450.31
2026-06-29,TICK0148,390.38
2026-06-29,TICK0149,485.54
2026-06-29,TICK0150,278.82
2026-06-29,TICK0151,397.03
2026-06-29,TICK0152,274.83
2026-06-29,TICK0153,117.84
2026-06-29,TICK0154,19.0
2026-06-29,TICK0155,276.3
2026-06-29,TICK0156,231.87
2026-06-29,TICK0157,350.84
2026-06-29,TICK0158,48.02
2026-06-29,TICK0159,276.58
2026-06-29,TICK0160,68.45
2026-06-29,TICK0161,349.81
2026-06-29,TICK0162,358.55
2026-06-29,TICK0163,396.23
2026-06-29,TICK0164,290.81
2026-06-29,TICK0165,466.93
2026-06-29,TICK0166,485.08
2026-06-29,TICK0167,265.98
2026-06-29,TICK0168,364.62
2026-06-29,TICK0169,374.05
2026-06-29,TICK0170,307.8
2026-06-29,TICK0171,347.69
2026-06-29,TICK0172,378.59
2026-06-29,TICK0173,244.67
2026-06-29,TICK0174,52.14
2026-06-29,TICK0175,54.98
2026-06-29,TICK0176,295.43
2026-06-29,TICK0177,445.61
2026-06-29,TICK0178,56.26
2026-06-29,TICK0179,151.59
2026-06-29,TICK0180,366.7
2026-06-29,TICK0181,407.57
2026-06-29,TICK0182,331.46
2026-06-29,TICK0183,448.27
2026-06-29,TICK0184,394.37
2026-06-29,TICK0185,270.17
2026-06-29,TICK0186,220.14
2026-06-29,TICK0187,226.0
2026-06-29,TICK0188,482.29
2026-06-29,TICK0189,93.57
2026-06-29,TICK0190,38.77
2026-06-29,TICK0191,145.38
2026-06-29,TICK0192,331.86
2026-06-29,TICK0193,309.27
2026-06-29,TICK0194,505.28
2026-06-29,TICK0195,10.66
2026-06-29,TICK0196,348.97
2026-06-29,TICK0197,190.46
2026-06-29,TICK0198,193.04
2026-06-29,TICK0199,152.75
2026-06-29,TICK0200,465.56
2026-06-30,TICK0001,191.93
2026-06-30,TICK0002,433.83
2026-06-30,TICK0003,377.79
2026-06-30,TICK0004,62.53
2026-06-30,TICK0005,331.4
2026-06-30,TICK0006,52.33
2026-06-30,TICK0007,483.02
2026-06-30,TICK0008,394.57
2026-06-30,TICK0009,211.35
2026-06-30,TICK0010,302.83
2026-06-30,TICK0011,443.49
2026-06-30,TICK0012,388.78
2026-06-30,TICK0013,244.28
2026-06-30,TICK0014,427.78
2026-06-30,TICK0015,454.47
2026-06-30,TICK0016,351.55
2026-06-30,TICK0017,55.41
2026-06-30,TICK0018,267.29
2026-06-30,TICK0019,484.89
2026-06-30,TICK0020,182.92
2026-06-30,TICK0021,254.95
2026-06-30,TICK0022,222.22
2026-06-30,TICK0023,429.12
2026-06-30,TICK0024,193.44
2026-06-30,TICK0025,343.23
2026-06-30,TICK0026,406.14
2026-06-30,TICK0027,467.22
2026-06-30,TICK0028,60.59
2026-06-30,TICK0029,124.92
2026-06-30,TICK0030,473.31
2026-06-30,TICK0031,154.34
2026-06-30,TICK0032,26.05
2026-06-30,TICK0033,398.96
2026-06-30,TICK0034,424.26
2026-06-30,TICK0035,241.46
2026-06-30,TICK0036,414.31
2026-06-30,TICK0037,109.27
2026-06-30,TICK0038,389.09
2026-06-30,TICK0039,475.26
2026-06-30,TICK0040,300.73
2026-06-30,TICK0041,482.22
2026-06-30,TICK0042,460.97
2026-06-30,TICK0043,468.32
2026-06-30,TICK0044,262.25
2026-06-30,TICK0045,18.85
2026-06-30,TICK0046,271.22
2026-06-30,TICK0047,395.91
2026-06-30,TICK0048,384.69
2026-06-30,TICK0049,433.41
2026-06-30,TICK0050,344.51
2026-06-30,TICK0051,219.66
2026-06-30,TICK0052,269.58
2026-06-30,TICK0053,40.99
2026-06-30,TICK0054,327.98
2026-06-30,TICK0055,417.89
2026-06-30,TICK0056,419.74
2026-06-30,TICK0057,381.68
2026-06-30,TICK0058,221.72
2026-06-30,TICK0059,303.78
2026-06-30,TICK0060,320.43
2026-06-30,TICK0061,72.69
2026-06-30,TICK0062,43.99
2026-06-30,TICK0063,283.14
2026-06-30,TICK0064,437.38
2026-06-30,TICK0065,458.89
2026-06-30,TICK0066,40.15
2026-06-30,TICK0067,417.48
2026-06-30,TICK0068,363.57
2026-06-30,TICK0069,79.99
2026-06-30,TICK0070,138.45
2026-06-30,TICK0071,135.92
2026-06-30,TICK0072,324.32
2026-06-30,TICK0073,207.68
2026-06-30,TICK0074,99.58
2026-06-30,TICK0075,196.33
2026-06-30,TICK0076,520.22
2026-06-30,TICK0077,353.3
2026-06-30,TICK0078,142.13
2026-06-30,TICK0079,167.3
2026-06-30,TICK0080,52.29
2026-06-30,TICK0081,381.43
2026-06-30,TICK0082,267.14
2026-06-30,TICK0083,253.46
2026-06-30,TICK0084,78.7
2026-06-30,TICK0085,483.52
2026-06-30,TICK0086,112.21
2026-06-30,TICK0087,162.53
2026-06-30,TICK0088,501.74
2026-06-30,TICK0089,238.23
2026-06-30,TICK0090,293.22
2026-06-30,TICK0091,163.7
2026-06-30,TICK0092,417.24
2026-06-30,TICK0093,118.56
2026-06-30,TICK0094,27.14
2026-06-30,TICK0095,97.14
2026-06-30,TICK0096,47.95
2026-06-30,TICK0097,253.95
2026-06-30,TICK0098,179.34
2026-06-30,TICK0099,91.22
2026-06-30,TICK0100,451.13
2026-06-30,TICK0101,371.22
2026-06-30,TICK0102,296.51
2026-06-30,TICK0103,373.26
2026-06-30,TICK0104,286.78
2026-06-30,TICK0105,352.67
2026-06-30,TICK0106,206.19
2026-06-30,TICK0107,139.57
2026-06-30,TICK0108,451.74
2026-06-30,TICK0109,354.18
2026-06-30,TICK0110,41.67
2026-06-30,TICK0111,421.58
2026-06-30,TICK0112,197.38
2026-06-30,TICK0113,193.86
2026-06-30,TICK0114,208.54
2026-06-30,TICK0115,202.77
2026-06-30,TICK0116,221.1
2026-06-30,TICK0117,205.72
2026-06-30,TICK0118,164.21
2026-06-30,TICK0119,133.1
2026-06-30,TICK0120,424.13
2026-06-30,TICK0121,181.51
2026-06-30,TICK0122,9.99
2026-06-30,TICK0123,162.05
2026-06-30,TICK0124,141.92
2026-06-30,TICK0125,41.77
2026-06-30,TICK0126,461.15
2026-06-30,TICK0127,183.89
2026-06-30,TICK0128,228.47
2026-06-30,TICK0129,107.22
2026-06-30,TICK0130,391.14
2026-06-30,TICK0131,218.49
2026-06-30,TICK0132,17.98
2026-06-30,TICK0133,82.7
2026-06-30,TICK0134,518.34
2026-06-30,TICK0135,335.12
2026-06-30,TICK0136,376.17
2026-06-30,TICK0137,138.22
2026-06-30,TICK0138,350.57
2026-06-30,TICK0139,51.32
2026-06-30,TICK0140,361.91
2026-06-30,TICK0141,14.72
2026-06-30,TICK0142,481.35
2026-06-30,TICK0143,66.02
2026-06-30,TICK0144,305.33
2026-06-30,TICK0145,269.68
2026-06-30,TICK0146,413.18
2026-06-30,TICK0147,452.96
2026-06-30,TICK0148,386.96
2026-06-30,TICK0149,479.45
2026-06-30,TICK0150,284.35
2026-06-30,TICK0151,404.26
2026-06-30,TICK0152,273.72
2026-06-30,TICK0153,118.34
2026-06-30,TICK0154,18.91
2026-06-30,TICK0155,273.61
2026-06-30,TICK0156,228.51
2026-06-30,TICK0157,352.49
2026-06-30,TICK0158,47.65
2026-06-30,TICK0159,275.65
2026-06-30,TICK0160,67.42
2026-06-30,TICK0161,348.58
2026-06-30,TICK0162,361.33
2026-06-30,TICK0163,400.03
2026-06-30,TICK0164,287.66
2026-06-30,TICK0165,472.85
2026-06-30,TICK0166,486.16
2026-06-30,TICK0167,264.7
2026-06-30,TICK0168,362.47
2026-06-30,TICK0169,368.52
2026-06-30,TICK0170,308.15
2026-06-30,TICK0171,348.63
2026-06-30,TICK0172,382.78
2026-06-30,TICK0173,245.66
2026-06-30,TICK0174,51.52
2026-06-30,TICK0175,53.92
2026-06-30,TICK0176,296.15
2026-06-30,TICK0177,429.62
2026-06-30,TICK0178,55.64
2026-06-30,TICK0179,151.95
2026-06-30,TICK0180,363.4
2026-06-30,TICK0181,407.43
2026-06-30,TICK0182,317.91
2026-06-30,TICK0183,448.14
2026-06-30,TICK0184,403.72
2026-06-30,TICK0185,270.72
2026-06-30,TICK0186,221.18
2026-06-30,TICK0187,232.66
2026-06-30,TICK0188,476.34
2026-06-30,TICK0189,95.27
2026-06-30,TICK0190,39.61
2026-06-30,TICK0191,143.39
2026-06-30,TICK0192,319.37
2026-06-30,TICK0193,306.18
2026-06-30,TICK0194,509.95
2026-06-30,TICK0195,10.94
2026-06-30,TICK0196,347.6
2026-06-30,TICK0197,188.52
2026-06-30,TICK0198,192.12
2026-06-30,TICK0199,151.74
2026-06-30,TICK0200,459.48
2026-07-01,TICK0001,190.32
2026-07-01,TICK0002,438.72
2026-07-01,TICK0003,386.34
2026-07-01,TICK0004,61.22
2026-07-01,TICK0005,331.51
2026-07-01,TICK0006,51.57
2026-07-01,TICK0007,476.41
2026-07-01,TICK0008,408.35
2026-07-01,TICK0009,212.59
2026-07-01,TICK0010,302.2
2026-07-01,TICK0011,440.09
2026-07-01,TICK0012,390.67
2026-07-01,TICK0013,243.75
2026-07-01,TICK0014,428.64
2026-07-01,TICK0015,454.46
2026-07-01,TICK0016,348.83
2026-07-01,TICK0017,56.58
2026-07-01,TICK0018,260.82
2026-07-01,TICK0019,482.67
2026-07-01,TICK0020,181.69
2026-07-01,TICK0021,255.83
2026-07-01,TICK0022,228.42
2026-07-01,TICK0023,432.33
2026-07-01,TICK0024,194.09
2026-07-01,TICK0025,342.49
2026-07-01,TICK0026,410.07
2026-07-01,TICK0027,460.01
2026-07-01,TICK0028,62.01
2026-07-01,TICK0029,125.97
2026-07-01,TICK0030,472.22
2026-07-01,TICK0031,155.22
2026-07-01,TICK0032,26.28
2026-07-01,TICK0033,402.18
2026-07-01,TICK0034,422.3
2026-07-01,TICK0035,246.49
2026-07-01,TICK0036,412.4
2026-07-01,TICK0037,109.25
2026-07-01,TICK0038,382.77
2026-07-01,TICK0039,469.15
2026-07-01,TICK0040,295.18
2026-07-01,TICK0041,484.5
2026-07-01,TICK0042,455.97
2026-07-01,TICK0043,472.4
2026-07-01,TICK0044,261.46
2026-07-01,TICK0045,18.3
2026-07-01,TICK0046,265.8
2026-07-01,TICK0047,385.67
2026-07-01,TICK0048,386.16
2026-07-01,TICK0049,437.33
2026-07-01,TICK0050,344.16
2026-07-01,TICK0051,222.67
2026-07-01,TICK0052,271.52
2026-07-01,TICK0053,40.56
2026-07-01,TICK0054,324.88
2026-07-01,TICK0055,417.4
2026-07-01,TICK0056,423.06
2026-07-01,TICK0057,376.54
2026-07-01,TICK0058,227.13
2026-07-01,TICK0059,306.03
2026-07-01,TICK0060,319.86
2026-07-01,TICK0061,74.71
2026-07-01,TICK0062,43.98
2026-07-01,TICK0063,278.68
2026-07-01,TICK0064,439.94
2026-07-01,TICK0065,465.53
2026-07-01,TICK0066,40.55
2026-07-01,TICK0067,406.08
2026-07-01,TICK0068,367.0
2026-07-01,TICK0069,80.24
2026-07-01,TICK0070,138.84
2026-07-01,TICK0071,133.73
2026-07-01,TICK0072,327.88
2026-07-01,TICK0073,208.99
2026-07-01,TICK0074,101.45
2026-07-01,TICK0075,197.78
2026-07-01,TICK0076,511.81
2026-07-01,TICK0077,348.05
2026-07-01,TICK0078,144.05
2026-07-01,TICK0079,165.16
2026-07-01,TICK0080,52.25
2026-07-01,TICK0081,384.59
2026-07-01,TICK0082,266.7
2026-07-01,TICK0083,248.12
2026-07-01,TICK0084,78.36
2026-07-01,TICK0085,475.8
2026-07-01,TICK0086,112.55
2026-07-01,TICK0087,165.11
2026-07-01,TICK0088,509.98
2026-07-01,TICK0089,242.25
2026-07-01,TICK0090,288.31
2026-07-01,TICK0091,162.8
2026-07-01,TICK0092,416.99
2026-07-01,TICK0093,117.96
2026-07-01,TICK0094,26.89
2026-07-01,TICK0095,98.25
2026-07-01,TICK0096,48.19
2026-07-01,TICK0097,254.47
2026-07-01,TICK0098,182.29
2026-07-01,TICK0099,91.61
2026-07-01,TICK0100,442.63
2026-07-01,TICK0101,378.43
2026-07-01,TICK0102,300.8
2026-07-01,TICK0103,382.11
2026-07-01,TICK0104,289.9
2026-07-01,TICK0105,351.22
2026-07-01,TICK0106,208.21
2026-07-01,TICK0107,142.57
2026-07-01,TICK0108,449.38
2026-07-01,TICK0109,360.75
2026-07-01,TICK0110,40.63
2026-07-01,TICK0111,425.2
2026-07-01,TICK0112,198.96
2026-07-01,TICK0113,196.84
2026-07-01,TICK0114,211.13
2026-07-01,TICK0115,206.97
2026-07-01,TICK0116,220.77
2026-07-01,TICK0117,209.89
2026-07-01,TICK0118,160.87
2026-07-01,TICK0119,133.79
2026-07-01,TICK0120,440.02
2026-07-01,TICK0121,178.45
2026-07-01,TICK0122,9.66
2026-07-01,TICK0123,164.32
2026-07-01,TICK0124,142.02
2026-07-01,TICK0125,41.5
2026-07-01,TICK0126,462.21
2026-07-01,TICK0127,186.09
2026-07-01,TICK0128,230.82
2026-07-01,TICK0129,107.78
2026-07-01,TICK0130,379.1
2026-07-01,TICK0131,217.63
2026-07-01,TICK0132,17.71
2026-07-01,TICK0133,82.64
2026-07-01,TICK0134,516.89
2026-07-01,TICK0135,336.47
2026-07-01,TICK0136,376.19
2026-07-01,TICK0137,137.83
2026-07-01,TICK0138,342.42
2026-07-01,TICK0139,49.88
2026-07-01,TICK0140,356.26
2026-07-01,TICK0141,14.62
2026-07-01,TICK0142,483.67
2026-07-01,TICK0143,65.41
2026-07-01,TICK0144,311.14
2026-07-01,TICK0145,270.23
2026-07-01,TICK0146,408.03
2026-07-01,TICK0147,446.75
2026-07-01,TICK0148,389.19
2026-07-01,TICK0149,477.5
2026-07-01,TICK0150,283.49
2026-07-01,TICK0151,407.98
2026-07-01,TICK0152,271.45
2026-07-01,TICK0153,119.13
2026-07-01,TICK0154,18.9
2026-07-01,TICK0155,274.7
2026-07-01,TICK0156,238.0
2026-07-01,TICK0157,350.68
2026-07-01,TICK0158,47.26
2026-07-01,TICK0159,278.12
2026-07-01,TICK0160,66.39
2026-07-01,TICK0161,359.87
2026-07-01,TICK0162,359.67
2026-07-01,TICK0163,396.1
2026-07-01,TICK0164,286.91
2026-07-01,TICK0165,471.37
2026-07-01,TICK0166,486.88
2026-07-01,TICK0167,267.32
2026-07-01,TICK0168,367.48
2026-07-01,TICK0169,357.21
2026-07-01,TICK0170,308.71
2026-07-01,TICK0171,356.97
2026-07-01,TICK0172,390.27
2026-07-01,TICK0173,242.69
2026-07-01,TICK0174,51.27
2026-07-01,TICK0175,54.45
2026-07-01,TICK0176,289.94
2026-07-01,TICK0177,420.32
2026-07-01,TICK0178,54.01
2026-07-01,TICK0179,154.73
2026-07-01,TICK0180,358.8
2026-07-01,TICK0181,412.23
2026-07-01,TICK0182,323.62
2026-07-01,TICK0183,441.93
2026-07-01,TICK0184,412.57
2026-07-01,TICK0185,270.17
2026-07-01,TICK0186,218.65
2026-07-01,TICK0187,228.36
2026-07-01,TICK0188,478.63
2026-07-01,TICK0189,95.11
2026-07-01,TICK0190,38.89
2026-07-01,TICK0191,144.13
2026-07-01,TICK0192,318.7
2026-07-01,TICK0193,305.52
2026-07-01,TICK0194,506.64
2026-07-01,TICK0195,11.02
2026-07-01,TICK0196,346.01
2026-07-01,TICK0197,191.38
2026-07-01,TICK0198,191.26
2026-07-01,TICK0199,149.85
2026-07-01,TICK0200,454.24
2026-07-02,TICK0001,187.72
2026-07-02,TICK0002,439.94
2026-07-02,TICK0003,388.38
2026-07-02,TICK0004,60.85
2026-07-02,TICK0005,329.76
2026-07-02,TICK0006,52.19
2026-07-02,TICK0007,472.84
2026-07-02,TICK0008,396.99
2026-07-02,TICK0009,217.9
2026-07-02,TICK0010,304.92
2026-07-02,TICK0011,446.45
2026-07-02,TICK0012,399.39
2026-07-02,TICK0013,238.84
2026-07-02,TICK0014,432.03
2026-07-02,TICK0015,459.98
2026-07-02,TICK0016,345.88
2026-07-02,TICK0017,55.48
2026-07-02,TICK0018,261.06
2026-07-02,TICK0019,480.46
2026-07-02,TICK0020,179.41
2026-07-02,TICK0021,257.58
2026-07-02,TICK0022,232.33
2026-07-02,TICK0023,427.4
2026-07-02,TICK0024,193.85
2026-07-02,TICK0025,346.7
2026-07-02,TICK0026,416.14
2026-07-02,TICK0027,468.92
2026-07-02,TICK0028,61.1
2026-07-02,TICK0029,128.04
2026-07-02,TICK0030,473.35
2026-07-02,TICK0031,154.03
2026-07-02,TICK0032,26.46
2026-07-02,TICK0033,413.0
2026-07-02,TICK0034,425.07
2026-07-02,TICK0035,249.41
2026-07-02,TICK0036,425.33
2026-07-02,TICK0037,112.55
2026-07-02,TICK0038,374.58
2026-07-02,TICK0039,462.32
2026-07-02,TICK0040,292.17
2026-07-02,TICK0041,480.72
2026-07-02,TICK0042,464.52
2026-07-02,TICK0043,476.75
2026-07-02,TICK0044,267.36
2026-07-02,TICK0045,18.87
2026-07-02,TICK0046,261.98
2026-07-02,TICK0047,374.47
2026-07-02,TICK0048,401.3
2026-07-02,TICK0049,439.64
2026-07-02,TICK0050,343.6
2026-07-02,TICK0051,225.31
2026-07-02,TICK0052,271.43
2026-07-02,TICK0053,40.26
2026-07-02,TICK0054,329.97
2026-07-02,TICK0055,403.46
2026-07-02,TICK0056,424.28
2026-07-02,TICK0057,377.14
2026-07-02,TICK0058,231.65
2026-07-02,TICK0059,318.63
2026-07-02,TICK0060,320.29
2026-07-02,TICK0061,73.89
2026-07-02,TICK0062,44.17
2026-07-02,TICK0063,275.08
2026-07-02,TICK0064,439.84
2026-07-02,TICK0065,473.31
2026-07-02,TICK0066,41.13
2026-07-02,TICK0067,405.99
2026-07-02,TICK0068,373.7
2026-07-02,TICK0069,80.07
2026-07-02,TICK0070,139.38
2026-07-02,TICK0071,133.44
2026-07-02,TICK0072,321.59
2026-07-02,TICK0073,204.08
2026-07-02,TICK0074,99.84
2026-07-02,TICK0075,196.13
2026-07-02,TICK0076,508.94
2026-07-02,TICK0077,342.37
2026-07-02,TICK0078,146.32
2026-07-02,TICK0079,169.4
2026-07-02,TICK0080,51.7
2026-07-02,TICK0081,385.73
2026-07-02,TICK0082,268.06
2026-07-02,TICK0083,250.4
2026-07-02,TICK0084,78.32
2026-07-02,TICK0085,470.98
2026-07-02,TICK0086,114.16
2026-07-02,TICK0087,166.47
2026-07-02,TICK0088,500.04
2026-07-02,TICK0089,246.22
2026-07-02,TICK0090,291.06
2026-07-02,TICK0091,163.64
2026-07-02,TICK0092,427.74
2026-07-02,TICK0093,116.22
2026-07-02,TICK0094,27.08
2026-07-02,TICK0095,96.63
2026-07-02,TICK0096,47.37
2026-07-02,TICK0097,250.67
2026-07-02,TICK0098,181.04
2026-07-02,TICK0099,90.38
2026-07-02,TICK0100,454.02
2026-07-02,TICK0101,384.68
2026-07-02,TICK0102,296.25
2026-07-02,TICK0103,377.26
2026-07-02,TICK0104,281.77
2026-07-02,TICK0105,340.15
2026-07-02,TICK0106,211.56
2026-07-02,TICK0107,139.2
2026-07-02,TICK0108,452.28
2026-07-02,TICK0109,354.46
2026-07-02,TICK0110,40.01
2026-07-02,TICK0111,420.09
2026-07-02,TICK0112,198.71
2026-07-02,TICK0113,197.4
2026-07-02,TICK0114,211.02
2026-07-02,TICK0115,203.39
2026-07-02,TICK0116,216.51
2026-07-02,TICK0117,213.65
2026-07-02,TICK0118,161.75
2026-07-02,TICK0119,134.1
2026-07-02,TICK0120,441.86
2026-07-02,TICK0121,178.55
2026-07-02,TICK0122,9.69
2026-07-02,TICK0123,163.61
2026-07-02,TICK0124,137.85
2026-07-02,TICK0125,42.25
2026-07-02,TICK0126,469.21
2026-07-02,TICK0127,187.86
2026-07-02,TICK0128,236.15
2026-07-02,TICK0129,108.08
2026-07-02,TICK0130,379.34
2026-07-02,TICK0131,215.01
2026-07-02,TICK0132,17.76
2026-07-02,TICK0133,82.03
2026-07-02,TICK0134,518.79
2026-07-02,TICK0135,338.98
2026-07-02,TICK0136,378.0
2026-07-02,TICK0137,135.43
2026-07-02,TICK0138,336.43
2026-07-02,TICK0139,49.44
2026-07-02,TICK0140,357.0
2026-07-02,TICK0141,14.23
2026-07-02,TICK0142,477.78
2026-07-02,TICK0143,65.76
2026-07-02,TICK0144,315.62
2026-07-02,TICK0145,267.75
2026-07-02,TICK0146,411.49
2026-07-02,TICK0147,442.88
2026-07-02,TICK0148,392.67
2026-07-02,TICK0149,474.03
2026-07-02,TICK0150,287.53
2026-07-02,TICK0151,405.64
2026-07-02,TICK0152,269.59
2026-07-02,TICK0153,118.25
2026-07-02,TICK0154,18.0
2026-07-02,TICK0155,271.4
2026-07-02,TICK0156,236.96
2026-07-02,TICK0157,352.93
2026-07-02,TICK0158,47.61
2026-07-02,TICK0159,280.74
2026-07-02,TICK0160,66.03
2026-07-02,TICK0161,364.77
2026-07-02,TICK0162,354.19
2026-07-02,TICK0163,394.84
2026-07-02,TICK0164,280.09
2026-07-02,TICK0165,473.49
2026-07-02,TICK0166,479.16
2026-07-02,TICK0167,267.32
2026-07-02,TICK0168,368.23
2026-07-02,TICK0169,363.12
2026-07-02,TICK0170,303.77
2026-07-02,TICK0171,355.39
2026-07-02,TICK0172,405.49
2026-07-02,TICK0173,242.12
2026-07-02,TICK0174,51.87
2026-07-02,TICK0175,55.12
2026-07-02,TICK0176,293.49
2026-07-02,TICK0177,417.74
2026-07-02,TICK0178,54.0
2026-07-02,TICK0179,149.55
2026-07-02,TICK0180,355.58
2026-07-02,TICK0181,412.61
2026-07-02,TICK0182,331.17
2026-07-02,TICK0183,434.17
2026-07-02,TICK0184,418.46
2026-07-02,TICK0185,272.29
2026-07-02,TICK0186,224.92
2026-07-02,TICK0187,230.19
2026-07-02,TICK0188,469.37
2026-07-02,TICK0189,91.79
2026-07-02,TICK0190,38.56
2026-07-02,TICK0191,142.23
2026-07-02,TICK0192,323.84
2026-07-02,TICK0193,303.12
2026-07-02,TICK0194,522.35
2026-07-02,TICK0195,11.15
2026-07-02,TICK0196,346.68
2026-07-02,TICK0197,191.87
2026-07-02,TICK0198,186.86
2026-07-02,TICK0199,151.86
2026-07-02,TICK0200,448.4
2026-07-03,TICK0001,180.4
2026-07-03,TICK0002,439.26
2026-07-03,TICK0003,408.1
2026-07-03,TICK0004,60.54
2026-07-03,TICK0005,333.04
2026-07-03,TICK0006,53.11
2026-07-03,TICK0007,477.97
2026-07-03,TICK0008,401.16
2026-07-03,TICK0009,213.6
2026-07-03,TICK0010,306.27
2026-07-03,TICK0011,444.93
2026-07-03,TICK0012,404.61
2026-07-03,TICK0013,242.59
2026-07-03,TICK0014,436.73
2026-07-03,TICK0015,458.13
2026-07-03,TICK0016,344.52
2026-07-03,TICK0017,53.9
2026-07-03,TICK0018,262.13
2026-07-03,TICK0019,484.47
2026-07-03,TICK0020,181.68
2026-07-03,TICK0021,258.6
2026-07-03,TICK0022,231.44
2026-07-03,TICK0023,426.92
2026-07-03,TICK0024,192.31
2026-07-03,TICK0025,348.77
2026-07-03,TICK0026,420.1
2026-07-03,TICK0027,467.18
2026-07-03,TICK0028,62.01
2026-07-03,TICK0029,126.43
2026-07-03,TICK0030,482.01
2026-07-03,TICK0031,153.75
2026-07-03,TICK0032,26.72
2026-07-03,TICK0033,407.66
2026-07-03,TICK0034,428.49
2026-07-03,TICK0035,250.97
2026-07-03,TICK0036,427.85
2026-07-03,TICK0037,114.2
2026-07-03,TICK0038,383.61
2026-07-03,TICK0039,469.15
2026-07-03,TICK0040,289.08
2026-07-03,TICK0041,469.11
2026-07-03,TICK0042,472.22
2026-07-03,TICK0043,473.21
2026-07-03,TICK0044,268.01
2026-07-03,TICK0045,18.54
